"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Description","Further Funding Org","Further Funding Dept","Sector","Country","Currency","Amount","Fund Start Date","Fund End Date","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"STFC","ST/P003281/1","Research Grant","Further Funding","University of St Andrews","Biology","Meagher","Thomas","http://orcid.org/0000-0003-4143-8810","British Council Research Links award - Remote Sensing for Biodiversity and Ecosystem Services Inventory, co-investigator Dr Jean Ometto, INPE, Brazil","British Council",,"Charity/Non Profit","United Kingdom","GBP","48500.0","03/2018","08/2018","5aaa4ac6492788.55208419","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5aaa4ac6492788.55208419&grantRef=ST%2FP003281%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/P003281/1","059FC66A-B8E8-4BF0-A143-35DB212D33F4","D7F4F462-0518-4784-908A-D12633C139B3","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","BE4E9B14-6266-410E-950B-80ACAD00E7D9"
"AHRC","AH/L015781/1","Research Grant","Further Funding","University of Brighton","School of Architecture and Design","Viljoen","Andre","","H2020-SCC-NBS-2stage-2017 (Smart and Sustainable Cities - Nature Based Solutions)","European Union",,"Public","European Union (EU)","EUR","1.227925E7","08/2018","09/2023","5aa2a4dd9c2298.53849226","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5aa2a4dd9c2298.53849226&grantRef=AH%2FL015781%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/L015781/1","46C04F4E-8915-411B-B99B-7ED3DA0C3B7B","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","5904176C-7486-4E2B-959A-94C29ADE4D96","E985F089-079C-4AE3-8ECD-BFE6AE9C7B7F"
"BBSRC","BB/M027864/1","Research Grant","Further Funding","University College London","Biochemical Engineering","Lye","Gary","http://orcid.org/0000-0002-6018-2091","NOVEL SUSTAINABLE MANUFACTURING TECHNOLOGIES FOR EFFICIENT UTILISATION OF AGRICULTURAL WASTE STREAMS IN A CIRCULAR ECONOMY","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1457225.0","01/2022","12/2024","62307ac90683a3.73797032","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=62307ac90683a3.73797032&grantRef=BB%2FM027864%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M027864/1","7FCE7A5F-D8A0-4512-9A90-A9D1799EC8A2","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","FE21E034-520F-4046-BE23-34A2E7948AB5"
"EPSRC","EP/K014897/1","Research Grant","Further Funding","University College London","Biochemical Engineering","Lye","Gary","http://orcid.org/0000-0002-6018-2091","NOVEL SUSTAINABLE MANUFACTURING TECHNOLOGIES FOR EFFICIENT UTILISATION OF AGRICULTURAL WASTE STREAMS IN A CIRCULAR ECONOMY","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1457225.0","01/2022","12/2024","62307ac90683a3.73797032","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=62307ac90683a3.73797032&grantRef=EP%2FK014897%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K014897/1","239F234A-6BF7-4E28-8964-E882BAA8EB77","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","FE21E034-520F-4046-BE23-34A2E7948AB5"
"EPSRC","EP/M029573/1","Research Grant","Further Funding","University College London","Mechanical Engineering","Balabani","Stavroula","http://orcid.org/0000-0002-6287-1106","NOVEL SUSTAINABLE MANUFACTURING TECHNOLOGIES FOR EFFICIENT UTILISATION OF AGRICULTURAL WASTE STREAMS IN A CIRCULAR ECONOMY","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1457225.0","01/2022","12/2024","6231c2b4190884.32011656","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6231c2b4190884.32011656&grantRef=EP%2FM029573%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M029573/1","3F0F02FA-2942-4D17-A01E-BD3DD5C08B35","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","5A28A20F-64F5-4124-9EBA-B2563781AE3E"
"BBSRC","BB/P003664/1","Research Grant","Further Funding","University of Reading","Sch of Agriculture Policy and Dev","Potts","Simon","","Enhancing the sustainability and improving quality of apple production through ecosystem service management","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","80000.0","08/2020","09/2024","60368647179b61.16019969","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=60368647179b61.16019969&grantRef=BB%2FP003664%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P003664/1","8FDA1EBF-E9EF-4344-90B3-936795E4CC3D","2512EF1C-401B-4222-9869-A770D4C5FAC7","E89C3602-0FB4-4044-A918-58966B8A10B2","5153BAEA-B607-404D-8876-2F2BAEAB8F6B"
"BBSRC","BB/N000560/2","Research Grant","Further Funding","National Inst of Agricultural Botany","Centre for Research","Fountain","Michelle","http://orcid.org/0000-0002-1317-4830","Enhancing the sustainability and improving quality of apple production through ecosystem service management","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","45000.0","08/2020","09/2024","6040c8a2c396b4.85640575","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6040c8a2c396b4.85640575&grantRef=BB%2FN000560%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N000560/2","BE46A054-5290-46D4-840F-3779B9389FD5","2512EF1C-401B-4222-9869-A770D4C5FAC7","8618366A-CDAC-48A6-A508-BB81142C640F","11D6F99B-D378-45FF-AB2F-98CA5D6F1AD8"
"EPSRC","EP/N024915/1","Research Grant","Further Funding","University College London","Chemical Engineering","Angeli","Panagiota","","NOVEL SUSTAINABLE MANUFACTURING TECHNOLOGIES FOR EFFICIENT UTILISATION OF AGRICULTURAL WASTE STREAMS IN A CIRCULAR ECONOMY","Engineering and Physical Sciences Research Council (EPSRC)",,"Public","United Kingdom","GBP","1457225.0","01/2022","12/2024","6231c2b4190884.32011656","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6231c2b4190884.32011656&grantRef=EP%2FN024915%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N024915/1","7ACED2AE-DD81-4D24-B86D-7A2BCA346489","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","A51BA677-0CB6-4FD7-9F89-85F8D8AE6919"
"BBSRC","BB/P00184X/1","Research Grant","Further Funding","National Inst of Agricultural Botany","Centre for Research","Fountain","Michelle","http://orcid.org/0000-0002-1317-4830","Enhancing the sustainability and improving quality of apple production through ecosystem service management","University of Reading",,"Academic/University","United Kingdom","GBP","30000.0","08/2020","08/2024","620f68c828c577.97628629","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=620f68c828c577.97628629&grantRef=BB%2FP00184X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P00184X/1","1CA5998E-CFF0-4110-8EE4-0D7FD07ADF7E","2512EF1C-401B-4222-9869-A770D4C5FAC7","8618366A-CDAC-48A6-A508-BB81142C640F","11D6F99B-D378-45FF-AB2F-98CA5D6F1AD8"
"BBSRC","BB/P003664/1","Research Grant","Further Funding","University of Reading","Sch of Agriculture Policy and Dev","Potts","Simon","","Enhancing the sustainability and improving quality of apple production through ecosystem service management","University of Reading",,"Academic/University","United Kingdom","GBP","30000.0","08/2020","08/2024","620f68c828c577.97628629","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=620f68c828c577.97628629&grantRef=BB%2FP003664%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P003664/1","8FDA1EBF-E9EF-4344-90B3-936795E4CC3D","2512EF1C-401B-4222-9869-A770D4C5FAC7","E89C3602-0FB4-4044-A918-58966B8A10B2","5153BAEA-B607-404D-8876-2F2BAEAB8F6B"
"NERC","NE/M018660/3","Fellowship","Further Funding","University of Exeter","Biosciences","Razgour","Orly","http://orcid.org/0000-0003-3186-0313","Valuing ecosystem services provided by UK bats under climate change","Natural Environment Research Council",,"Public","United Kingdom","GBP","90000.0","08/2020","09/2024","622b62e01fa990.98058993","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622b62e01fa990.98058993&grantRef=NE%2FM018660%2F3","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M018660/3","87BB884A-5163-4F18-BC97-F637B06DC630","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","15D67514-8BA4-4CF4-9D16-A13EE213678F"
"NERC","NE/M018660/2","Fellowship","Further Funding","University of Southampton","Sch of Biological Sciences","Razgour","Orly","http://orcid.org/0000-0003-3186-0313","Valuing ecosystem services provided by UK bats under climate change","Natural Environment Research Council",,"Public","United Kingdom","GBP","90000.0","08/2020","09/2024","622b62e01fa990.98058993","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622b62e01fa990.98058993&grantRef=NE%2FM018660%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M018660/2","C12F59CF-9169-424D-9ADB-DFA0D4CA3669","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","30A429E3-83B7-4E41-99C0-14A144F07DFE","15D67514-8BA4-4CF4-9D16-A13EE213678F"
"NERC","NE/M018660/1","Fellowship","Further Funding","University of Bristol","Biological Sciences","Razgour","Orly","http://orcid.org/0000-0003-3186-0313","Valuing ecosystem services provided by UK bats under climate change","Natural Environment Research Council",,"Public","United Kingdom","GBP","90000.0","08/2020","09/2024","622b62e01fa990.98058993","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=622b62e01fa990.98058993&grantRef=NE%2FM018660%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M018660/1","B1113D8A-2082-4C93-8EB9-8689D245AEA3","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A348A76-B2D0-4DDD-804A-CE735A6D3798","15D67514-8BA4-4CF4-9D16-A13EE213678F"
"NERC","NE/T012412/1","Research Grant","Further Funding","UK Ctr for Ecology & Hydrology fr 011219","Science Programme Office","Jenkins","Alan","","Ecological management to benefit ecosystem services and sustainable production in smallholder oil palm systems in Malaysia and Indonesia","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","252697.0","03/2020","01/2022","604946e8281674.44374661","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=604946e8281674.44374661&grantRef=NE%2FT012412%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/T012412/1","09357125-FED1-4A45-ABD8-86F5A963EB70","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2431A6E2-13D5-40AB-A58A-AC75E6A3654E","3497C160-E188-45B2-9AA0-72DA0E6FFEC5"
"NERC","NE/P00458X/1","Research Grant","Further Funding","University of Cambridge","Zoology","Turner","Edgar","","Ecological management to benefit ecosystem services and sustainable production in smallholder oil palm systems in Malaysia and Indonesia","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","252697.0","02/2021","11/2022","5e5b1674cbd604.88944870","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5e5b1674cbd604.88944870&grantRef=NE%2FP00458X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P00458X/1","95AD4DEB-90A9-4E72-B337-BB8DE7D99B49","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","D1774113-D5D2-4B7C-A412-66A90FE4B96F","EA8F8A41-2A78-4D57-A0B7-8AABFCFE98A3"
"NERC","NE/P011217/1","Research Grant","Further Funding","University of Exeter","Politics","Bateman","Ian","http://orcid.org/0000-0002-2791-6137","The development of an ecosystem service assessment as a component of the WWF led UK SEAS programme sustainable finance workstream","World Wide Fund for Nature",,"Charity/Non Profit","Switzerland","GBP","30000.0","","","5a8efd6b01d622.81573948","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5a8efd6b01d622.81573948&grantRef=NE%2FP011217%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P011217/1","C0E5F4D5-3EF9-4503-B7FC-0616914F4C30","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","961756BF-E31F-4A13-836F-0A09BA02385C","8273D834-5632-484D-AAD3-63830314AE7B"
"NERC","NE/R000131/1","Research Grant","Further Funding","NERC Centre for Ecology and Hydrology","Directors and Science Coordinators","Jenkins","Alan","","Ecological management to benefit ecosystem services and sustainable production in smallholder oil palm systems in Malaysia and Indonesia","Biotechnology and Biological Sciences Research Council (BBSRC)",,"Public","United Kingdom","GBP","252697.0","03/2020","01/2022","604946e8281674.44374661","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=604946e8281674.44374661&grantRef=NE%2FR000131%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R000131/1","0C76AE30-1936-4E7D-A888-CA56B43369EE","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4FC881BE-799E-459C-A287-2A68170426DA","3497C160-E188-45B2-9AA0-72DA0E6FFEC5"
"STFC","ST/S002863/1","Research Grant","Further Funding","Royal Botanic Gardens Kew","Biodiversity Informatics","Moat","Justin","","Nature-based Solutions for Climate Change at the Landscape Scale","Natural England",,"Charity/Non Profit","United Kingdom","GBP","1.25E7","09/2021","03/2024","6226358766cb10.21989817","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6226358766cb10.21989817&grantRef=ST%2FS002863%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/S002863/1","712418B3-B87C-4396-8A40-6A92B33ABF19","D7F4F462-0518-4784-908A-D12633C139B3","52BA26D6-F923-4324-BCB4-8FF9F32A2311","C1988D60-8EAE-49AD-85C8-9FD2993DD09E"
"STFC","ST/P003281/1","Research Grant","Further Funding","University of St Andrews","Biology","Meagher","Thomas","http://orcid.org/0000-0003-4143-8810","Nature-based Solutions for Climate Change at the Landscape Scale","Natural England",,"Charity/Non Profit","United Kingdom","GBP","1.25E7","09/2021","03/2024","6226358766cb10.21989817","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=6226358766cb10.21989817&grantRef=ST%2FP003281%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/P003281/1","059FC66A-B8E8-4BF0-A143-35DB212D33F4","D7F4F462-0518-4784-908A-D12633C139B3","C0E4FAD2-3C8B-410A-B6DF-3B9B9E433060","BE4E9B14-6266-410E-950B-80ACAD00E7D9"
"NERC","NE/K015419/1","Fellowship","Further Funding","University of Cambridge","Zoology","Dicks","Lynn","","ReNature: Promoting Research Excellence in NAture-based soluTions for innovation, sUstainable economic GRowth and human wEll-being in Malta","European Commission H2020",,"Public","Belgium","GBP","995905.0","08/2018","08/2021","5c8664751a7836.10034345","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c8664751a7836.10034345&grantRef=NE%2FK015419%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K015419/1","E7F5A22F-C7D5-4953-815E-2C4C10E4583F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","D1774113-D5D2-4B7C-A412-66A90FE4B96F","69BDD0C0-3AE5-43EC-9F4C-3B1AB85C9ADA"
"NERC","NE/N014472/1","Fellowship","Further Funding","University of East Anglia","Biological Sciences","Dicks","Lynn","","ReNature: Promoting Research Excellence in NAture-based soluTions for innovation, sUstainable economic GRowth and human wEll-being in Malta","European Commission H2020",,"Public","Belgium","GBP","995905.0","08/2018","08/2021","5c8664751a7836.10034345","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=5c8664751a7836.10034345&grantRef=NE%2FN014472%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N014472/1","D6C8EE46-5CE4-458A-B46A-5CC428603307","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","69BDD0C0-3AE5-43EC-9F4C-3B1AB85C9ADA"
"NERC","NE/J01690X/1","Research Grant","Further Funding","NERC British Geological Survey","Earth Hazards & Observatories","Musson","Roger","","Increasing Resilience to Natural Hazards in China","Natural Environment Research Council",,"Public","United Kingdom","GBP","500869.0","01/2016","01/2019","589a35cb474749.72741739","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=589a35cb474749.72741739&grantRef=NE%2FJ01690X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J01690X/1","E30F8300-165F-4EC5-BB8D-EA0A1685BBEF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7ADE0AB2-1050-4241-987D-F3B1C3322E05","95F88CB2-4F00-4969-A6FD-EBABB33D3AB6"
"NERC","NE/J009067/1","Research Grant","Further Funding","Cardiff University","School of Earth and Ocean Sciences","Hales","Tristram","http://orcid.org/0000-0002-3330-3302","Increasing Resilience to Natural Hazards in China","Natural Environment Research Council",,"Public","United Kingdom","GBP","500000.0","01/2016","01/2019","56d563b5705268.22686654","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=furtherfunding&outcomeId=56d563b5705268.22686654&grantRef=NE%2FJ009067%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J009067/1","B0AFFA03-BCEC-49AA-AA24-6C9EA8A2FEC7","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","9C10D78F-6430-4CA7-9528-B96B0762A4C6","499F6588-55E6-4BE4-843C-53ADBFA2A2D0"
