"Academic.Year","Application.Date","Status","Project_ID","Project.Title","Project.Description","College","School","Sponsor.Type","Sponsor.Name","Country","Scheme.Name","PI.Name","PI.Dept","Click.here.for.Project","PropAcctNo","Application.Total","Direct_Cost","Indirect_Cost","Exceptions","Application.Funder.Contribution","Funder_Award_Reference","Collaboration.with.Other.Schools.","Lead.Organisation","Name_of_Call","Centre","ODA","GCRF","ISCF","Translational","Possible.GCRF.ODA","NHS_Involvement","NHS_Reference","Application.Period.Start","Application.Period.End","RFS","Business.Development.Executive","CoI_1","CoI_2","CoI_3","CoI_4","CoI_5","CoI_6","Partners.Detail","Core.Grant.","AI.Text.Flag.or.DDI.Tag","Tags...General","Tags...Research.Centres"
2013,2014-07-24,"Successful","_1128938","management budget: fishboost - improving european aquaculture by advancing selective breeding to the next level for the six main finfish",NA,"CMVM","Royal (Dick) School of Veterinary Studies","EU - Government","european commission",NA,"collaborative project","Ross D Houston","ROSLIN INSTITUTE",NA,NA,17094,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-02-01,2019-01-31,"Lindsay Ramage",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2013,2014-07-24,"Successful","_1128960","rtd budget: fishboost - improving european aquaculture by advancing selective breeding to the next level for the six main finfish",NA,"CMVM","Royal (Dick) School of Veterinary Studies","EU - Government","european commission",NA,"collaborative project","Ross D Houston","ROSLIN INSTITUTE",NA,NA,523920,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-02-01,2019-01-31,"Lindsay Ramage",NA,"Wilson, Andrea","Woolliams, John",",",",",",",",",NA,NA,NA,"-",NA
2021,2022-02-24,"Successful","10405013","coordinating smart hybrid distribution transformers to support local clean energy systems",NA,"CSE","School of Engineering","UK - Universities etc.","energy technology partnership (etp)","UNITED KINGDOM","energy industry doctorate programme (tr)","Thomas Morstyn",NA,"https://ed-rmas.worktribe.com/record.jx?recordid=10405013","R47269 linked to  R84234",59913.91,"58149.03","1764.88",NA,"30000.00","ETP 180 - Samuel Hayward","NO","University of Edinburgh","ETP Energy Industry Doctorate Programme","ENG",NA,NA,NA,"Translational (TR)","NoFlag","No",NA,2020-11-11,2024-05-10,"Abigail Steed","Andrew Aveyard",NA,NA,NA,NA,NA,NA,"Ionate Ltd.,Other,Industry,UNITED KINGDOM",NA,NA,"-",NA
2021,2022-02-24,"Successful","12410564","coordinating smart hybrid distribution transformers to support local clean energy systems",NA,"CSE","School of Engineering","UK - Industry","ionate limited","UNITED KINGDOM","ionate ltd. default scheme","Thomas Morstyn","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=12410564","R84234",30000,"30000.00","0.00",NA,"30000.00","ETP Studentship 2021 - Samuel Hayward","NO","University of Edinburgh",NA,"ENG",NA,NA,NA,NA,"NoFlag","No",NA,2021-06-01,2024-11-30,"Abigail Steed","Andrew Aveyard",NA,NA,NA,NA,NA,NA,"Energy Technology Partnership (ETP),Partner,HEI,UNITED KINGDOM",NA,NA,"-",NA
2020,2021-04-23,"Successful","10756402","energy revolution research consortium (errc) - plus - energyrev - market design for scaling up local clean energy systems",NA,"CSE","School of Engineering","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","standard","Thomas Morstyn","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=10756402","RA5534",117247,"64432.00","52815.00",NA,"93798.00","Plus - EnergyREV - Market Design","NO","University of Strathclyde",NA,"ENG",NA,NA,NA,NA,"NoFlag","No",NA,2020-07-15,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"University of Strathclyde,Lead,HEI,UNITED KINGDOM",NA,"DDI Tag only","DDI Hub - AgriTech Hub (Easter Bush)",NA
2019,2020-03-16,"Pending","9722539","clean energy technology for a low carbon society",NA,"CSE","School of Engineering","Overseas - Other","department of defense","UNITED STATES","unknown","Markus Mueller","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=9722539",NA,1298690.4,"1231748.00","66942.40",NA,"1298690.40",NA,"YES","University of Edinburgh","Energy and Low Carbon Economy programme","ENG","Pre Award - Official Development Assistance",NA,NA,NA,"ODA","No",NA,2020-04-01,2022-03-31,"Anna Votsi",NA,"Suzanne Ewing, Edinburgh College of Art","Henry Jeffrey, School of Engineering","Dan van der Horst, School of GeoSciences","Aristides Kiprakis, School of Engineering","Janette Webb, School of Social and Political Science","Nigel Goddard, School of Informatics","Shanghai Jiao Tong University,Collaborator,HEI,CHINA",NA,NA,"Pre Award - Official Development Assistance",NA
2018,2019-05-16,"Pending","8537607","clean energy production from mammals’ urine",NA,"CSE","School of Engineering","UK - Government","royal society","UNITED KINGDOM","research grants","Francisco Garcia Garcia","INSTI OF MATERIALS & PROCESSES","https://ed-rmas.worktribe.com/record.jx?recordid=8537607",NA,19951.65,"19951.65","0.00",NA,"19951.65","RGS\R2\192249","NO","University of Edinburgh",NA,"ENG",NA,NA,NA,NA,"NoFlag","No",NA,2019-09-01,2020-08-31,"Pippa Harvey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2017,2018-03-20,"Pending","6467061","epsrc centre for doctoral training in electro-mechanical power conversion for clean energy growth (empower)",NA,"CSE","School of Engineering","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","outline","Stephen Finney","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=6467061",NA,469578.8,"360733.80","0.00","108845.00","397432.04",NA,"NO","University of Bristol","2018 CDT Exercise","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2019-04-01,2027-09-30,"David Dougal",NA,"Markus Mueller, School of Engineering",NA,NA,NA,NA,NA,"University of Bristol,Lead,HEI,UNITED KINGDOM|University of Bath,Collaborator,HEI,UNITED KINGDOM",NA,NA,"-",NA
2017,2017-10-13,"Pending","5795647","producing renewable clean energy from wastewater",NA,"CSE","School of Engineering","UK - Government","royal society","UNITED KINGDOM","international exchanges","Sam Lau","SCHOOL OF ENGINEERING","https://ed-rmas.worktribe.com/record.jx?recordid=5795647",NA,11800,"11800.00","0.00",NA,"11800.00","IEC\NSFC\170360","NO","University of Edinburgh",NA,"ENG",NA,NA,NA,NA,"NoFlag","No",NA,2018-04-01,2020-03-31,"Barry Turner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2015,2016-06-20,"Pending","2890159","biological cell inspired reactor for clean energy production","This project seeks sustainable solutions to today’s energy production challenges by mimicking biological cell strategies. Today, 96% of the global production of hydrogen is based on steam reforming of fossil fuels followed by the water gas shift (WGS) reaction, which produces about 250 million tons of carbon dioxide per year. The aim of this project is the development of a cell inspired reactor, which would allow the transition from the current brown hydrogen economy to a green one in an environmentally friendly way.","CSE","School of Engineering","UK - Universities etc.","university college london","UNITED KINGDOM","general scheme","Francisco Garcia Garcia","SCHOOL OF ENGINEERING","https://ed-rmas.worktribe.com/record.jx?recordid=2890159",NA,227457.23,"152042.41","75414.83",NA,"181965.79",NA,"NO","University of Edinburgh","UK Catalysis Hub","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2017-01-01,2018-12-31,"Katherine Quinn",NA,NA,NA,NA,NA,NA,NA,"University of Newcastle,Partner,HEI,UNITED KINGDOM|Aston University,Partner,HEI,UNITED KINGDOM|University of Cambridge,Partner,HEI,UNITED KINGDOM",NA,NA,"-","Institute for Materials and Processes"
2015,2016-04-05,"Unsuccessful","2725548","change - ccus whole system advances for clean energy in europe","Energy collection, conversion and storage, renewable energy

CO2; CCUS; EERA; transport, flexible integrated energy system; regional strategies; SET-Plan

CHANGE - CCUS wHole system Advances for cleaN enerGy in Europe
Although Europe benefits from a rapid increase in wind and solar power, this renewable energy system (RES) can be asynchronous with demand. Security of supply can only be guaranteed when conventional power plants are used to balance the grid. Future fossil power will therefore need to operate flexibly. Also, energy intensive industries, industrial processes that emit CO2, and H2 production all rely on fossil energy. It is widely recognised that carbon capture, use and storage (CCUS) will be needed to decarbonise these emitters. Capture plants will produce fluctuating CO2 streams, requiring flexible operation which creates a number of fundamental challenges that CHANGE will address through targeted, low-TRL research and leveraging national programs. CHANGE will create a European Common Research and Innovation Agenda to support the SET Action Plan. CHANGE is a proposal from the EERA CCS Joint Programme which will benefit from the capacity within its wider 39 participants.
CHANGE will develop optimized flexible CCUS infrastructure plans in a new European RES. CHANGE will increase the adoption of three novel capture technologies, including a concept that can switch between H2 and electricity production, a nano-based post combustion technology and Calcium Looping technology integrated with solar energy. New supply chains will be identified by investigating conversion of CO2 to fuels during high RES availability. CHANGE will reduce CO2 transport and storage costs by macro-regional infrastructure planning and optimise CO2 storage management that is integrated with emerging low-carbon energy sectors. It will lower costs and risks by improving thermodynamic modelling of impure CO2 transport and by improving monitoring CO2 quality. CHANGE will build a networking platform for CCUS in four European regions, and provide action plans to meet their specific needs.","CSE","School of Engineering","EU - Government","european commission","BELGIUM","horizon 2020 - secure, clean and efficient energy","Hannah Chalmers","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=2725548",NA,100083.63,"80066.90","20016.73",NA,"100083.63","731180","NO","Stiftelsen SINTEF","H2020-LCE-2016-2017","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2017-01-01,2019-12-31,"Katherine Quinn",NA,"Mathieu Lucquiaud, School of Engineering",NA,NA,NA,NA,NA,"Stiftelsen SINTEF,Lead,Industry,NORWAY|Natural Environment Research Council,Collaborator,Industry,UNITED KINGDOM|Nederlandse Organisatie Voor Toegepast Natuurwetenschappelijk Onderzoek - TNO,Collaborator,Industry,NETHERLANDS|Istituto Nazionale di Oceanografia e di Geofisica Sperimentale - OGS,Collaborator,Industry,ITALY|Stichting Energieonderzoek Centrum Nederland,Collaborator,Industry,NETHERLANDS|Consiglio Nazionale delle Ricerche,Collaborator,Industry,ITALY|Bureau de Recherches Geologiques et Minieres,Collaborator,Government,FRANCE|Danmarks Tekniske Universitet,Collaborator,HEI,DENMARK|Tallinna Tehnikaulikool,Collaborator,Industry,ESTONIA|Ethniko Kentro Erevnas Kai Technologikis Anaptyxis,Collaborator,Industry,GREECE| International Research Institute Of Stavanger AS,Collaborator,Industry,NORWAY|Institutul National De Cercetare-Dezvoltare Pentru Geologie Si Geoecologie,Collaborator,Industry,ROMANIA|Institutul De Studii Si Proiectari Energetice Sa,Collaborator,Industry,ROMANIA",NA,NA,"-","Institute for Energy Systems"
2014,2015-06-01,"Unsuccessful","_1258714","smart hydrogen: flexible integrated clean energy networks through hydrogen and ccs",NA,"CSE","School of Engineering","UK - Government","innovate-uk",NA,"collaborative research and development","Mathieu S Lucquiaud","Institute of Materials & Processes",NA,NA,90000,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2016-01-01,2016-12-31,"Katherine Trotter","John Jeffrey",",",",",",",",",",",",",NA,NA,NA,"-",NA
2012,2013-01-16,"Successful","_1270186","pisces - policy innovation systems for clean energy security (biochar project)",NA,"CSE","School of GeoSciences","UK - Universities etc.","university of east anglia",NA,"general scheme","Saran P Sohi","Geosciences",NA,NA,64523,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-01-01,2013-12-31,"Gordon Marshall",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2011,2012-07-26,"Successful","_1086991","pisces : policy innovation systems for clean energy security",NA,"CAHSS","School of Social and Political Science","Overseas - Other","african centre for technology studies (acts)",NA,"general scheme","James Smith","SOCIAL & POLITICAL STUDIES",NA,NA,107368,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-07-01,2013-12-31,"Sue Coleman",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2021,2022-02-24,"Pending","12194380","electrochemical conversion of co2 from biogas to renewable chemicals",NA,"CSE","School of Engineering","EU - Government","european commission","BELGIUM","horizon europe - cl 5: climate, energy and mobility","Nacho Tudela-Montes","INSTI OF MATERIALS & PROCESSES","https://ed-rmas.worktribe.com/record.jx?recordid=12194380",NA,480728.09,"384582.46","96145.62",NA,"480728.09",NA,"NO","Stiftelsen SINTEF","HORIZON-CL5-2021-D3-03","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2022-11-01,2026-10-31,"Elisabetta Spano",NA,"Maria-Chiara Ferrari, School of Engineering",NA,NA,NA,NA,NA,"Stiftelsen SINTEF,Lead,Industry,NORWAY",NA,NA,"Application Indicative Submitted",NA
2020,2020-09-22,"Pending","10014714","supreme: scaling up poison resistant exsolved catalysts: method for efficient biogas utilisation",NA,"CSE","School of Engineering","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","standard","Francisco Garcia Garcia","INSTI OF MATERIALS & PROCESSES","https://ed-rmas.worktribe.com/record.jx?recordid=10014714",NA,235982.36,"154916.16","81066.20",NA,"188785.89","EP/V040316/1","NO","University of Newcastle","Standard Research Grant","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2021-01-01,2022-12-31,"Dawne Milligan",NA,NA,NA,NA,NA,NA,NA,"University of Newcastle,Lead,HEI,UNITED KINGDOM",NA,NA,"-",NA
2020,2021-07-26,"Unsuccessful","10518970","upland treescape revitalisation through integrated afforestation and wood pasture (uplandia)","TBA","CSE","School of GeoSciences","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","unknown","Peter Alexander","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10518970",NA,352195.25,"218674.45","133520.80",NA,"281756.20","NE/V019635/1","NO","University of Edinburgh",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2021-07-01,2024-06-30,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2017,2018-03-27,"Unsuccessful","6630432","dr shivani agarwal - socio-ecological impacts of conflicting forest policies in india and challenges to mitigate climate change through afforestation programs",NA,"CSE","School of GeoSciences","UK - Research Council","british academy","UNITED KINGDOM","newton international fellowship","Clare Barnes","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=6630432",NA,99000,"66000.00","33000.00",NA,"99000.00","NIF\R1\180625","NO","University of Edinburgh","Newton International Fellowships 2018","GEO",NA,NA,NA,NA,"ODA","No",NA,2019-02-01,2021-01-31,"Gordon Marshall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2016,2017-06-15,"Pending","5026651","enhancing infrastructure resilience to flooding using afforestation: the case of nouakchott city, mauritania (eira)",NA,"CSE","School of Engineering","UK - Research Council","british academy","UNITED KINGDOM","general scheme","Paolo Perona","INST OF INFRASTRUCTURE & ENVIR","https://ed-rmas.worktribe.com/record.jx?recordid=5026651",NA,299962.66,"201400.74","98561.91",NA,"298292.66",NA,"YES","University of Edinburgh","GCRF:  Cities and Infrastructure Programme","ENG","Pre Award - Official Development Assistance","Pre Award - Global Challenges Research Fund",NA,NA,"GCRF","No",NA,2017-09-01,2018-12-31,"Paula Stevenson",NA,"Alistair Borthwick, School of Engineering","Venki Venugopal, School of Engineering","Edward Mitchard, School of GeoSciences","Kate Heal, School of GeoSciences",NA,NA,NA,NA,NA,"Pre Award - Official Development Assistance,Pre Award - Global Challenges Research Fund",NA
2016,2017-06-13,"Successful","5050215","enhanced food security and afforestation through novel approaches to irrigation",NA,"CSE","School of Engineering","UK - Government","the british council","UNITED KINGDOM","newton institutional links grant","Dimitri Mignard","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=5050215","R45282",99790,"99790.00","0.00",NA,"99790.00","332448433","NO","University of Edinburgh",NA,"ENG","Pre Award - Official Development Assistance",NA,NA,NA,"ODA","No",NA,2018-01-01,2019-02-28,"Asad Nazir",NA,"Giulio Santori, School of Engineering","Andrea Correia Semiao, School of Engineering","Colin Pritchard, School of Engineering",NA,NA,NA,"Strathmore University,Subawardee,HEI,KENYA",NA,NA,"Pre Award - Official Development Assistance",NA
2016,2016-12-13,"Unsuccessful","3897311","appropriate technologies for water treatment and utilisation for the sustainable development and re-afforestation of turkana county (northern kenya)","This project addresses the issue of scarcity of fresh water in arid areas of Sub-Saharan Africa, as exemplified in the
Turkana County in North West Kenya where most of the water available for human consumption or agricultural use is
extracted from boreholes. All too often, this water is harmful due to its salinity content, and the need for desalination is
acute but largely unmet.
We propose using the locally abundant sunshine and wind for powering desalination. However, local communities or
businesses will only adopt desalinating systems that are cheap enough to procure, build, operate and maintain using local
materials, skills and supply chains. One such 'appropriate' technology here would be reflective parabolic troughs that focus
solar light onto pipes where the water is circulated. The resulting water vapour is then condensed to fresh water. The
remaining saline water also gets sterilised, and may be kept for other uses like washing.
The main objectives are described as follows:
1. Investigate appropriate business models and the development of local ownership and stewardship of desalination units.
This includes: documenting the availability of relevant technical skills and suppliers in Turkana and Kenya, and the local
market for water purification; checking compliance with regulations; and studying the wider social environment and
governance of water resources, esp. gender, age, and the co- existence of multiple communities including pastoralists,
farmers and refugees, so that we help ensure fair access, avoid conflict and facilitate adoption of the technology.
2. Develop appropriate designs and construction for desalinating devices, including prototypes and prototype testing. In
particular: A parabolic trough as previously described; and a device that captures moisture from the air. The systems will be
built and deployed in the field, and their performance monitored to enhance design and operation. Trials on the ground will
also address issues of scale formation and bacteriological quality of water. Specifications and preliminary designs will be
produced to supply markets and stakeholders identified in WP1, and local partners encouraged to promote prototype
deployment.
3. Investigate the use of the water for irrigation and re-afforestation. Trees are a critical market for water use. They can
transform the local economy and even the local climate, and people rely on them for shade, fruit and timber. We will
investigate the best use of both the desalinated water and the resultant brine by-product for agricultural, horticultural and
pastoralist activities. Some tree species that are both tolerant to salinity and of economic interest (esp. fruit trees) will be
planted in selected areas, with due consideration given to the drainage of water from these areas to avoid contamination of
freshwater bodies.
4. A virtual ""Joint Institute for Research and Training in Water and Energy Access"" to continue and amplify this project
beyond the grant period. Drawing on the advice of local stakeholders (community groups, NGOs and officials), and the
combined expertise of its members (namely: the University of Edinburgh, the Kenya Forestry Research Institute, the
University of Strathmore based in Nairobi, the University of Jaramogi Oginga Odinga Science and Technology, and The
East-African branch of UK-based NGO Practical Action), the Institute will devise research programmes as well as training
programmes for local communities, entrepreneurs, craftsmen, engineers, scientists and policymakers.
5. Demonstrating prototypes to local stakeholders. This will encourage communities, entrepreneurs and officials to adopt
and deploy the technology. For this purpose, we will also produce a clear manual and Youtube videos, and the
demonstration of prototypes, both in operation and also in construction, with involvement of local artisans and of
communities seeking to remedy the quality of their borehole water.","CSE","School of Engineering","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","global challenges research fund","Dimitri Mignard","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=3897311",NA,1213155.72,"998223.72","214932.00",NA,"1007676.58","EP/P029787/1","YES","University of Edinburgh","Tackling global development challenges through engineering and digital technology research","ENG","Pre Award - Official Development Assistance","Pre Award - Global Challenges Research Fund",NA,NA,"GCRF","No",NA,2017-05-01,2020-04-30,"Katherine Quinn",NA,"Dan van der Horst, School of GeoSciences","Kate Heal, School of GeoSciences","Giulio Santori, School of Engineering","Jean-Benoit Falisse, School of Social and Political Science",NA,NA,NA,NA,NA,"Pre Award - Official Development Assistance,Pre Award - Global Challenges Research Fund","Institute for Energy Systems"
2012,2013-05-28,"Successful","_1270504","site carbon dynamics in native woodland afforestations projects, across scottish forest alliance sites",NA,"CSE","School of GeoSciences","UK - Government","forest research",NA,"studentship","Patrick W Meir","Geosciences",NA,NA,5525,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-07-01,2014-06-30,"Gordon Marshall","Stuart Simmons",",",",",",",",",",",",",NA,NA,NA,"-",NA
2011,2012-02-15,"Unsuccessful","_1125992","propagation of endangered species of middle eastern birds using primordial germ cell technology",NA,"CMVM","Royal (Dick) School of Veterinary Studies","UK - Research Council","biotechnology and biological sciences research council",NA,"standard grant","Mike McGrew","ROSLIN INSTITUTE",NA,NA,1000,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-03-21,2012-04-20,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2014,2015-03-12,"Pending","_1272742","media: trace metals in diatoms: a new look on marine nutrient cycling and the biological carbon pump",NA,"CSE","School of GeoSciences","EU - Government","european commission",NA,"erc-consolidator grant","Laetitia E Pichevin","Geosciences",NA,NA,648262,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2016-07-01,2021-06-30,"Gordon Marshall",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2020,2020-10-13,"Unsuccessful","10396993","guiana peat: spatial and temporal controls on a missing link in the tropical carbon cycle.","TBA","CSE","School of GeoSciences","UK - Research Council","natural environment research council","UNITED KINGDOM","independent research fellowship","Adam Hastie",NA,"https://ed-rmas.worktribe.com/record.jx?recordid=10396993",NA,813591.05,"575161.05","238430.00",NA,"650872.84","NE/V014943/1","NO","University of Edinburgh",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2022-01-10,2027-01-09,"David Dougal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2016,2016-09-09,"Successful","3662819","the multi-year impacts of the 2015/2016 el nino on the carbon cycle of tropical forests",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council","UNITED KINGDOM","standard grant","Patrick Meir","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=3662819","RA3728",10190.43,"8020.05","2170.38",NA,"8152.34","NE/P001092 R43912/CN001","NO","University of Oxford",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2016-12-01,2019-11-30,"Janet Ball",NA,NA,NA,NA,NA,NA,NA,"University of Oxford,Lead,HEI,UNITED KINGDOM",NA,"DDI Tag only","DDI Hub - AgriTech Hub (Easter Bush)",NA
2015,2015-08-05,"Successful","_2868562","impacts on nitrogen deposition on the forest and carbon cycle",NA,"CSE","School of GeoSciences","UK - Government","forestry commission scotland",NA,"studentship","Katherine V Heal","Geosciences",NA,NA,5000,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-09-01,2017-08-31,"Gordon Marshall","Mark Warner (Contract Office)",",",",",",",",",",",",",NA,NA,NA,"-",NA
2014,2015-03-13,"Successful","_1272768","understanding the role of scottish rivers in the global carbon cycle: sources and reactivities of organic matter in scottish lakes and streams.",NA,"CSE","School of GeoSciences","UK - Government","scottish environment protection agency",NA,"studentship","Gregory L Cowie","Geosciences",NA,NA,3000,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-09-01,2018-02-28,"Gordon Marshall","Mark Warner (Contract Office)",",",",",",",",",",",",",NA,NA,NA,"-",NA
2013,2014-07-02,"Successful","_1271872","tracing sources and sinks in the terrestrial carbon cycle under global change",NA,"CSE","School of GeoSciences","UK - Government","royal society",NA,"wolfson research merit award","Mathew Williams","Geosciences",NA,NA,50000,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2015-03-02,2020-03-01,"Gordon Marshall",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2013,2014-02-13,"Unsuccessful","_1271378","placing new isotopic constraints on the earth’s deep carbon cycle over the last 3.5 billion years",NA,"CSE","School of GeoSciences","UK - Charity","royal society of edinburgh",NA,"scottish government personal research fellowship","Sami Mikhail","Geosciences",NA,NA,279953,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-10-01,2019-09-30,"Gordon Marshall",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2013,2014-01-21,"Unsuccessful","_1271290","sources and reactivities of organic matter in scottish rivers: understanding their role of in the global carbon cycle",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Gregory L Cowie","Geosciences",NA,NA,132791,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-09-01,2016-08-31,"Gordon Marshall",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2012,2013-07-02,"Unsuccessful","_1270663","fine-scale understanding of soil-moisture controls on the carbon cycle of amazonian rainforests",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Patrick W Meir","Geosciences",NA,NA,115145,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2014-08-01,2018-07-31,"Gordon Marshall",NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2011,2012-02-15,"Unsuccessful","_1269222","the sensitivity of the terrestrial carbon cycle to global change",NA,"CSE","School of GeoSciences","UK - Government","royal society",NA,"international exchange scheme","Mathew Williams","Geosciences",NA,NA,11800,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-08-01,2014-07-31,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2011,2011-12-01,"Unsuccessful","_1269008","effects of soil fertility on the carbon cycle of tropical forests: a novel soil fertility manipulation experiment in amazonia (afex)",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Patrick W Meir","Geosciences",NA,NA,333402,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2013-01-13,2018-01-12,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2010,2011-07-01,"Unsuccessful","_1268472","relationship between reef growth history, the mid pleistocene transition and modifications of the global carbon cycle in the western pacific ocean",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Mary M Elliot","Geosciences",NA,NA,473330,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,2012-01-01,2014-12-31,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2009,2009-12-01,"Unsuccessful","_1266288","paleoceanography of the western pacific ocean during the past 1.5 million years: the onset of reef growth and modifications of the global carbon cycle",NA,"CSE","School of GeoSciences","UK - Research Council","natural environment research council",NA,"standard grant","Mary M Elliot","Geosciences",NA,NA,488160,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
2008,2008-09-12,"Successful","_1264483","leaf to globe: the impact of plant respiration on the carbon cycle",NA,"CSE","School of GeoSciences","UK - Government","royal society",NA,"general scheme","Patrick W Meir","Geosciences",NA,NA,5341,NA,NA,NA,NA,NA,NA,"Unknown","Unknown","*pre-2016 All Centres",NA,NA,NA,NA,"NoFlag",NA,NA,NA,NA,NA,NA,",",",",",",",",",",",",NA,NA,NA,"-",NA
